Area,EXT_hour,Element ID,External ID,PACKT_CI,PACKT_Incl,PACKT_Nocc,PACKT_PMV,PACKT_Tdb,PACKT_Tr,PACKT_Vr,PACKT_W,PACKT_clo,PACKT_met,PACKT_rh,Room Name,Room Number
,15,,7b8cc772-9b15-4216-8599-7730519fa9df,0.6,,,-0.17,24.989557,25.989557,0.1,0.0,0.53,1.025933314,40.83644,,
,15,,7b8cc772-9b15-4216-8599-7730519fa9df,0.6,,,-0.03,24.457549,25.457549,0.1,0.0,0.53,1.152368758,41.6423265,,
,19,,7ec1aed7-608e-42d7-9bd2-01c9ee3ea3a1,0.6,,,1.37,28.2968125,29.2968125,0.1,0.0,0.46,1.203647416,71.037815,,
,19,,7ec1aed7-608e-42d7-9bd2-01c9ee3ea3a1,0.6,,,1.46,28.4489415,29.4489415,0.1,0.0,0.46,1.270588235,70.380485,,
,19,,7ec1aed7-608e-42d7-9bd2-01c9ee3ea3a1,0.6,,,1.38,28.396724,29.396724,0.1,0.0,0.46,1.211538462,67.981635,,
,19,,7ec1aed7-608e-42d7-9bd2-01c9ee3ea3a1,0.6,,,1.29,28.242054,29.242054,0.1,0.0,0.46,1.189189189,65.0682125,,
,19,,7ec1aed7-608e-42d7-9bd2-01c9ee3ea3a1,0.6,,,1.75,28.2189125,29.2189125,0.1,0.0,0.46,1.880597015,63.0801545,,
,19,,7ec1aed7-608e-42d7-9bd2-01c9ee3ea3a1,0.8,,,1.27,28.1929445,29.1929445,0.1,0.0,0.46,1.229813665,60.107502,,
,20,,7ec1aed7-608e-42d7-9bd2-01c9ee3ea3a1,0.6,,,1.12,28.1384745,29.1384745,0.1,0.0,0.46,1.125,57.0129735,,
,20,,7ec1aed7-608e-42d7-9bd2-01c9ee3ea3a1,0.6,,,1.14,28.094445,29.094445,0.1,0.0,0.46,1.173913043,54.940592,,
,20,,7ec1aed7-608e-42d7-9bd2-01c9ee3ea3a1,0.6,,,1.41,28.4015215,29.4015215,0.1,0.0,0.46,1.379790941,56.6754715,,
,20,,7ec1aed7-608e-42d7-9bd2-01c9ee3ea3a1,0.8,,,1.41,28.812744,29.812744,0.1,0.0,0.46,1.171597633,58.6137425,,
,20,,7ec1aed7-608e-42d7-9bd2-01c9ee3ea3a1,1.0,,,1.5,29.132237,30.132237,0.1,0.0,0.46,1.132867133,60.0464625,,
,20,,7ec1aed7-608e-42d7-9bd2-01c9ee3ea3a1,0.6,,,1.68,29.4085515,30.4085515,0.1,0.0,0.46,1.285714286,61.173403,,
,21,,7ec1aed7-608e-42d7-9bd2-01c9ee3ea3a1,1.0,,,1.72,29.6569215,30.6569215,0.1,0.0,0.46,1.176470588,62.07849,,
,21,,7ec1aed7-608e-42d7-9bd2-01c9ee3ea3a1,1.0,,,1.82,29.8889205,30.8889205,0.1,0.0,0.46,1.2,62.9912075,,
,21,,7ec1aed7-608e-42d7-9bd2-01c9ee3ea3a1,1.0,,,1.88,30.100038,31.100038,0.1,0.0,0.46,1.152,63.8774245,,
,21,,7ec1aed7-608e-42d7-9bd2-01c9ee3ea3a1,0.8,,,1.96,30.2818,31.2818,0.1,0.0,0.46,1.2,64.6022235,,
,21,,7ec1aed7-608e-42d7-9bd2-01c9ee3ea3a1,0.8,,,2.01,30.340224,31.340224,0.1,0.0,0.46,1.28990228,66.033735,,
,13,,7f2a43ab-7a6f-4ad6-a871-46e4b348e98c,0.6,,,1.08,28.539239,29.539239,0.1,0.0,0.47,1.064738745,43.681495,,
,14,,7f2a43ab-7a6f-4ad6-a871-46e4b348e98c,0.6,,,,28.609581,29.609581,0.1,0.0,0.47,0.994867746,43.8015465,,
,14,,7f2a43ab-7a6f-4ad6-a871-46e4b348e98c,0.8,,,1.2,28.666993,29.666993,0.1,0.0,0.47,1.132431582,43.699445,,
,14,,7f2a43ab-7a6f-4ad6-a871-46e4b348e98c,0.8,,,1.12,28.6903365,29.6903365,0.1,0.0,0.47,1.055305843,43.31977,,
,14,,7f2a43ab-7a6f-4ad6-a871-46e4b348e98c,0.6,,,1.15,28.7786595,29.7786595,0.1,0.0,0.47,1.055305843,43.151476,,
,14,,7f2a43ab-7a6f-4ad6-a871-46e4b348e98c,0.6,,,1.15,28.8417475,29.8417475,0.1,0.0,0.47,1.038062284,42.82992,,
,15,,7f2a43ab-7a6f-4ad6-a871-46e4b348e98c,0.6,,,1.2,28.890011,29.890011,0.1,0.0,0.47,1.073131955,42.448227,,
,15,,7f2a43ab-7a6f-4ad6-a871-46e4b348e98c,0.6,,,1.21,28.9635095,29.9635095,0.1,0.0,0.47,1.058823529,42.1042285,,
,15,,7f2a43ab-7a6f-4ad6-a871-46e4b348e98c,0.6,,,1.25,29.0281765,30.0281765,0.1,0.0,0.47,1.075630252,41.799278,,
,15,,7f2a43ab-7a6f-4ad6-a871-46e4b348e98c,0.4,,,1.26,29.117132,30.117132,0.1,0.0,0.47,1.055305843,41.5973235,,
,15,,7f2a43ab-7a6f-4ad6-a871-46e4b348e98c,0.4,,,1.24,29.220595,30.220595,0.1,0.0,0.47,1.004985045,41.340842,,
,16,,80a6caec-b474-4c09-ac54-f7f0c76ea4f8,0.4,,,0.94,27.315181,28.315181,0.1,0.0,0.5,1.113078674,63.97741,,
,16,,80a6caec-b474-4c09-ac54-f7f0c76ea4f8,0.8,,,1.16,27.920865,28.920865,0.1,0.0,0.5,1.118644068,64.440793,,
,16,,80a6caec-b474-4c09-ac54-f7f0c76ea4f8,0.6,,,1.3,28.3764,29.3764,0.1,0.0,0.5,1.117211745,63.06831,,
,16,,80a6caec-b474-4c09-ac54-f7f0c76ea4f8,0.4,,,,28.3764,29.3764,0.1,0.0,0.5,0.996195088,63.06831,,
,17,,80a6caec-b474-4c09-ac54-f7f0c76ea4f8,0.6,,,1.05,27.671366,28.671366,0.1,0.0,0.5,1.187455597,53.1741865,,
,17,,80a6caec-b474-4c09-ac54-f7f0c76ea4f8,0.4,,,0.99,27.671366,28.671366,0.1,0.0,0.5,1.134144036,53.1741865,,
,17,,80a6caec-b474-4c09-ac54-f7f0c76ea4f8,0.4,,,0.69,27.096164,28.096164,0.1,0.0,0.5,1.082558775,48.5939385,,
,17,,80a6caec-b474-4c09-ac54-f7f0c76ea4f8,0.6,,,0.47,26.5006395,27.5006395,0.1,0.0,0.5,1.093137526,44.2973865,,
,17,,80a6caec-b474-4c09-ac54-f7f0c76ea4f8,0.6,,,0.43,25.986398,26.986398,0.1,0.0,0.5,1.148168398,48.8079645,,
,17,,80a6caec-b474-4c09-ac54-f7f0c76ea4f8,0.6,,,0.43,26.1390925,27.1390925,0.1,0.0,0.5,1.109399076,50.886169,,
,18,,80a6caec-b474-4c09-ac54-f7f0c76ea4f8,0.6,,,0.3,26.0764305,27.0764305,0.1,0.0,0.5,1.056062581,49.991724,,
,18,,80a6caec-b474-4c09-ac54-f7f0c76ea4f8,0.4,,,0.33,25.880842,26.880842,0.1,0.0,0.5,1.111235829,48.5212595,,
,10,,82d50101-fc44-4075-93b7-16b4547a73c0,0.6,,,-0.52,22.864627,23.864627,0.1,0.0,0.53,1.142204455,45.0211525,,
,10,,82d50101-fc44-4075-93b7-16b4547a73c0,0.6,,,-0.21,23.0627435,24.0627435,0.1,0.0,0.53,1.244813278,46.041583,,
,10,,82d50101-fc44-4075-93b7-16b4547a73c0,0.6,,,-0.22,23.4649335,24.4649335,0.1,0.0,0.53,1.19090581,45.083248,,
,10,,82d50101-fc44-4075-93b7-16b4547a73c0,0.6,,,-0.3,23.62879,24.62879,0.1,0.0,0.53,1.138519924,44.4966315,,
,11,,82d50101-fc44-4075-93b7-16b4547a73c0,0.6,,,-0.05,23.672287,24.672287,0.1,0.0,0.53,1.248344997,44.1628455,,
,11,,82d50101-fc44-4075-93b7-16b4547a73c0,0.4,,,-0.16,23.7610655,24.7610655,0.1,0.0,0.53,1.184366364,43.898996,,
,11,,82d50101-fc44-4075-93b7-16b4547a73c0,0.4,,,-0.0,23.8394185,24.8394185,0.1,0.0,0.53,1.251564456,43.488491,,
,11,,82d50101-fc44-4075-93b7-16b4547a73c0,0.4,,,-0.18,23.8489535,24.8489535,0.1,0.0,0.53,1.164822365,42.920525,,
,11,,82d50101-fc44-4075-93b7-16b4547a73c0,0.2,,,-0.14,23.8611675,24.8611675,0.1,0.0,0.53,1.184366364,42.560459,,
,11,,82d50101-fc44-4075-93b7-16b4547a73c0,0.2,,,-0.2,23.8790425,24.8790425,0.1,0.0,0.53,1.153402537,42.32077,,
,12,,82d50101-fc44-4075-93b7-16b4547a73c0,0.2,,,-0.14,23.910324,24.910324,0.1,0.0,0.53,1.176470588,42.1480485,,
,12,,82d50101-fc44-4075-93b7-16b4547a73c0,0.2,,,-0.13,23.9284975,24.9284975,0.1,0.0,0.53,1.180405272,42.053741,,
,12,,82d50101-fc44-4075-93b7-16b4547a73c0,0.2,,,0.04,23.9570965,24.9570965,0.1,0.0,0.53,1.260504202,42.005846,,
,9,,83f86c28-76d3-4a74-b322-7eb62de7eaf8,0.6,,,0.47,22.7146805,23.7146805,0.1,0.0,0.54,1.614283967,77.805985,,
,10,,83f86c28-76d3-4a74-b322-7eb62de7eaf8,0.6,,,0.56,22.773597,23.773597,0.1,0.0,0.54,1.673427992,77.817341,,
,10,,83f86c28-76d3-4a74-b322-7eb62de7eaf8,0.6,,,0.25,22.846801,23.846801,0.1,0.0,0.54,1.426024955,77.86517,,
,10,,83f86c28-76d3-4a74-b322-7eb62de7eaf8,0.6,,,0.39,22.9210205,23.9210205,0.1,0.0,0.54,1.509908776,77.84147,,
,10,,83f86c28-76d3-4a74-b322-7eb62de7eaf8,0.6,,,0.26,22.991601,23.991601,0.1,0.0,0.54,1.407074458,77.764738,,
,10,,83f86c28-76d3-4a74-b322-7eb62de7eaf8,0.6,,,0.54,23.0495455,24.0495455,0.1,0.0,0.54,1.610377992,77.659225,,
,10,,83f86c28-76d3-4a74-b322-7eb62de7eaf8,0.6,,,0.39,23.1010675,24.1010675,0.1,0.0,0.54,1.48294612,77.562225,,
,11,,83f86c28-76d3-4a74-b322-7eb62de7eaf8,0.6,,,0.47,23.1873675,24.1873675,0.1,0.0,0.54,1.529411765,77.467735,,
,11,,83f86c28-76d3-4a74-b322-7eb62de7eaf8,0.6,,,0.5,23.265526,24.265526,0.1,0.0,0.54,1.534526854,77.2904175,,
,11,,83f86c28-76d3-4a74-b322-7eb62de7eaf8,0.4,,,0.29,23.3280805,24.3280805,0.1,0.0,0.54,1.371856163,77.126495,,
,11,,83f86c28-76d3-4a74-b322-7eb62de7eaf8,0.6,,,0.59,23.4162045,24.4162045,0.1,0.0,0.54,1.585314977,76.825713,,
,11,,83f86c28-76d3-4a74-b322-7eb62de7eaf8,0.6,,,0.56,23.4162045,24.4162045,0.1,0.0,0.54,1.559961001,76.825713,,
,11,,83f86c28-76d3-4a74-b322-7eb62de7eaf8,0.6,,,0.62,23.450202,24.450202,0.1,0.0,0.54,1.604278075,76.6914,,
,11,,83f86c28-76d3-4a74-b322-7eb62de7eaf8,0.6,,,0.35,23.450202,24.450202,0.1,0.0,0.54,1.395812562,76.6914,,
,12,,83f86c28-76d3-4a74-b322-7eb62de7eaf8,0.6,,,0.56,23.475917,24.475917,0.1,0.0,0.54,1.549497848,76.557768,,
,12,,83f86c28-76d3-4a74-b322-7eb62de7eaf8,0.6,,,0.49,23.4965155,24.4965155,0.1,0.0,0.54,1.486068111,76.43722,,
,12,,83f86c28-76d3-4a74-b322-7eb62de7eaf8,0.6,,,0.58,23.5136685,24.5136685,0.1,0.0,0.54,1.56062425,76.322895,,
,12,,83f86c28-76d3-4a74-b322-7eb62de7eaf8,0.4,,,0.37,23.527094,24.527094,0.1,0.0,0.54,1.393188854,76.216158,,
,19,,84cf4cff-89e3-45a2-8f65-ff34b53c1696,0.6,,,0.17,25.408591,26.408591,0.1,0.0,0.53,1.05156724,57.084921,,
,19,,84cf4cff-89e3-45a2-8f65-ff34b53c1696,0.6,,,0.08,25.4794185,26.4794185,0.1,0.0,0.53,1.003344482,56.6794145,,
,20,,84cf4cff-89e3-45a2-8f65-ff34b53c1696,0.6,,,,25.51034,26.51034,0.1,0.0,0.53,0.906496559,55.885318,,
,20,,84cf4cff-89e3-45a2-8f65-ff34b53c1696,0.6,,,,25.524498,26.524498,0.1,0.0,0.53,0.994517404,55.4704885,,
,20,,84cf4cff-89e3-45a2-8f65-ff34b53c1696,0.6,,,0.17,25.5397055,26.5397055,0.1,0.0,0.53,1.040277407,54.797508,,
,20,,84cf4cff-89e3-45a2-8f65-ff34b53c1696,0.6,,,0.2,25.463172,26.463172,0.1,0.0,0.53,1.064773736,54.3244085,,
,20,,84cf4cff-89e3-45a2-8f65-ff34b53c1696,0.6,,,,25.424819,26.424819,0.1,0.0,0.53,0.999848508,53.8951415,,
,20,,84cf4cff-89e3-45a2-8f65-ff34b53c1696,0.6,,,0.15,25.4105675,26.4105675,0.1,0.0,0.53,1.053200108,53.564422,,
,21,,84cf4cff-89e3-45a2-8f65-ff34b53c1696,0.6,,,-0.02,25.274074,26.274074,0.1,0.0,0.53,1.004954986,53.0245535,,
,21,,84cf4cff-89e3-45a2-8f65-ff34b53c1696,0.6,,,-0.01,25.220336,26.220336,0.1,0.0,0.53,1.019021739,52.244896,,
,15,,87689b1a-8c84-497a-b14f-d6823bf232cd,0.4,,,-0.85,20.1572465,21.1572465,0.1,0.0,0.54,1.247771836,78.128805,,
,15,,87689b1a-8c84-497a-b14f-d6823bf232cd,0.4,,,-0.85,20.197581,21.197581,0.1,0.0,0.54,1.243707433,77.970458,,
,16,,87689b1a-8c84-497a-b14f-d6823bf232cd,0.6,,,-0.84,20.23761,21.23761,0.1,0.0,0.54,1.243707433,77.8134345,,
,16,,87689b1a-8c84-497a-b14f-d6823bf232cd,0.4,,,-0.9,20.2770425,21.2770425,0.1,0.0,0.54,1.21836926,77.655867,,
,16,,87689b1a-8c84-497a-b14f-d6823bf232cd,0.0,,,-0.62,20.3154205,21.3154205,0.1,0.0,0.54,1.3239188,77.501535,,
,16,,87689b1a-8c84-497a-b14f-d6823bf232cd,0.0,,,-0.87,20.3889905,21.3889905,0.1,0.0,0.54,1.219866396,77.21224,,
,16,,87689b1a-8c84-497a-b14f-d6823bf232cd,0.6,,,-0.79,20.423693,21.423693,0.1,0.0,0.54,1.243707433,77.073288,,
,17,,87689b1a-8c84-497a-b14f-d6823bf232cd,0.0,,,-1.09,20.45667,21.45667,0.1,0.0,0.54,1.140017539,76.941097,,
,17,,87689b1a-8c84-497a-b14f-d6823bf232cd,0.0,,,-0.74,20.4879725,21.4879725,0.1,0.0,0.54,1.255980861,76.81015,,
,17,,87689b1a-8c84-497a-b14f-d6823bf232cd,0.0,,,-0.77,20.5176055,21.5176055,0.1,0.0,0.54,1.239669421,76.682182,,
,17,,87689b1a-8c84-497a-b14f-d6823bf232cd,0.2,,,-0.41,20.545366,21.545366,0.1,0.0,0.54,1.394133024,76.557885,,
,15,,878815b7-1ffc-41d5-a2f5-e1f18627d08c,0.6,,,-1.52,20.1746625,21.1746625,0.1,0.0,0.46,1.133965414,66.2913825,,
,15,,878815b7-1ffc-41d5-a2f5-e1f18627d08c,0.6,,,-1.51,20.1766585,21.1766585,0.1,0.0,0.46,1.135861677,66.278363,,
,15,,878815b7-1ffc-41d5-a2f5-e1f18627d08c,0.6,,,1.72,20.1783705,21.1783705,0.1,0.0,0.46,3.384943271,66.263318,,
,15,,878815b7-1ffc-41d5-a2f5-e1f18627d08c,0.0,,,0.31,20.182334,21.182334,0.1,0.0,0.46,2.068214804,66.213995,,
,16,,878815b7-1ffc-41d5-a2f5-e1f18627d08c,0.0,,,0.5,20.182334,21.182334,0.1,0.0,0.46,2.232813214,66.213995,,
,16,,878815b7-1ffc-41d5-a2f5-e1f18627d08c,0.0,,,0.28,20.1832505,21.1832505,0.1,0.0,0.46,2.044551019,66.198635,,
,16,,878815b7-1ffc-41d5-a2f5-e1f18627d08c,0.0,,,-1.15,20.184096,21.184096,0.1,0.0,0.46,1.241145866,66.1793525,,
,16,,878815b7-1ffc-41d5-a2f5-e1f18627d08c,0.0,,,-1.51,20.184758,21.184758,0.1,0.0,0.46,1.135861677,66.161345,,
,17,,878815b7-1ffc-41d5-a2f5-e1f18627d08c,0.0,,,1.75,20.1860495,21.1860495,0.1,0.0,0.46,3.414195867,66.09017,,
,17,,878815b7-1ffc-41d5-a2f5-e1f18627d08c,0.0,,,0.39,20.1860495,21.1860495,0.1,0.0,0.46,2.141764406,66.09017,,
,17,,878815b7-1ffc-41d5-a2f5-e1f18627d08c,0.0,,,-1.14,20.186101,21.186101,0.1,0.0,0.46,1.245283019,66.07344,,
,17,,878815b7-1ffc-41d5-a2f5-e1f18627d08c,0.0,,,-1.52,20.186143,21.186143,0.1,0.0,0.46,1.132075472,66.056442,,
,13,,88a2c1ef-f3a6-463b-93f2-a58ec62f7673,0.4,,,0.81,24.802682,25.802682,0.1,0.0,0.88,1.181360753,69.09271,,
,13,,88a2c1ef-f3a6-463b-93f2-a58ec62f7673,0.6,,,0.8,24.72886,25.72886,0.1,0.0,0.88,1.183172656,69.97697,,
,13,,88a2c1ef-f3a6-463b-93f2-a58ec62f7673,0.6,,,0.77,24.7357385,25.7357385,0.1,0.0,0.88,1.151385928,70.511342,,
,14,,88a2c1ef-f3a6-463b-93f2-a58ec62f7673,0.8,,,0.8,24.7755405,25.7755405,0.1,0.0,0.88,1.164758586,70.846417,,
,14,,88a2c1ef-f3a6-463b-93f2-a58ec62f7673,0.6,,,0.88,24.808627,25.808627,0.1,0.0,0.88,1.232314012,71.088358,,
,14,,88a2c1ef-f3a6-463b-93f2-a58ec62f7673,0.6,,,0.82,24.833594,25.833594,0.1,0.0,0.88,1.172161172,71.24065,,
,14,,88a2c1ef-f3a6-463b-93f2-a58ec62f7673,0.6,,,0.82,24.846128,25.846128,0.1,0.0,0.88,1.164420485,71.323,,
,14,,88a2c1ef-f3a6-463b-93f2-a58ec62f7673,0.6,,,0.91,24.8480495,25.8480495,0.1,0.0,0.88,1.25255833,71.3488625,,
,14,,88a2c1ef-f3a6-463b-93f2-a58ec62f7673,0.6,,,0.86,24.845874,25.845874,0.1,0.0,0.88,1.198547215,71.32946,,
,15,,88a2c1ef-f3a6-463b-93f2-a58ec62f7673,0.6,,,0.4,24.7482865,25.7482865,0.1,0.0,0.54,1.218274112,70.95005,,
,16,,88a2c1ef-f3a6-463b-93f2-a58ec62f7673,0.6,,,0.39,24.70101,25.70101,0.1,0.0,0.54,1.219483705,70.7833725,,
,16,,88a2c1ef-f3a6-463b-93f2-a58ec62f7673,0.6,,,0.39,24.6788305,25.6788305,0.1,0.0,0.54,1.228668942,70.69133,,
,16,,88a2c1ef-f3a6-463b-93f2-a58ec62f7673,0.6,,,0.43,24.656535,25.656535,0.1,0.0,0.54,1.256398325,70.59924,,
,16,,88a2c1ef-f3a6-463b-93f2-a58ec62f7673,0.4,,,0.25,24.634897,25.634897,0.1,0.0,0.54,1.155698234,70.51344,,
,10,,892626a5-3171-4739-b506-eba5ef31dbe0,0.4,,,-0.39,24.1986945,25.1986945,0.1,0.0,0.46,1.089324619,44.8220065,,
,10,,892626a5-3171-4739-b506-eba5ef31dbe0,0.2,,,-0.3,23.9791105,24.9791105,0.1,0.0,0.5,1.117886179,44.8832415,,
,11,,892626a5-3171-4739-b506-eba5ef31dbe0,0.2,,,-0.49,23.715782,24.715782,0.1,0.0,0.5,1.078748652,44.5316865,,
,11,,892626a5-3171-4739-b506-eba5ef31dbe0,0.2,,,-0.24,23.473619,24.473619,0.1,0.0,0.5,1.209677419,44.3991795,,
,11,,892626a5-3171-4739-b506-eba5ef31dbe0,0.2,,,-0.53,23.281984,24.281984,0.1,0.0,0.5,1.114488349,44.904123,,
,11,,892626a5-3171-4739-b506-eba5ef31dbe0,0.0,,,-0.55,23.0793335,24.0793335,0.1,0.0,0.5,1.133786848,44.7236285,,
,11,,892626a5-3171-4739-b506-eba5ef31dbe0,0.0,,,-0.73,22.9249475,23.9249475,0.1,0.0,0.5,1.089324619,44.583087,,
,11,,892626a5-3171-4739-b506-eba5ef31dbe0,0.0,,,-0.6,22.803585,23.803585,0.1,0.0,0.5,1.145475372,44.734268,,
,12,,892626a5-3171-4739-b506-eba5ef31dbe0,0.0,,,-0.82,22.6906875,23.6906875,0.1,0.0,0.5,1.084812623,44.607781,,
,12,,892626a5-3171-4739-b506-eba5ef31dbe0,0.0,,,-1.17,22.5597295,23.5597295,0.1,0.0,0.5,1.001430615,44.681665,,
,12,,892626a5-3171-4739-b506-eba5ef31dbe0,0.2,,,-0.78,22.422277,23.422277,0.1,0.0,0.5,1.128472222,44.6706235,,
,12,,892626a5-3171-4739-b506-eba5ef31dbe0,0.0,,,-0.66,22.422277,23.422277,0.1,0.0,0.5,1.169590643,44.6706235,,
,18,,8a7bd607-f7d9-4527-8363-1c384aea6328,0.6,,,0.78,26.951657,27.951657,0.1,0.0,0.53,1.163636364,46.090093,,
,19,,8a7bd607-f7d9-4527-8363-1c384aea6328,0.6,,,0.84,27.043104,28.043104,0.1,0.0,0.53,1.180880975,46.9281215,,
,19,,8a7bd607-f7d9-4527-8363-1c384aea6328,0.6,,,0.86,27.123543,28.123543,0.1,0.0,0.53,1.179361179,46.7283515,,
,19,,8a7bd607-f7d9-4527-8363-1c384aea6328,0.6,,,0.84,27.1794245,28.1794245,0.1,0.0,0.53,1.150159744,46.4974635,,
,19,,8a7bd607-f7d9-4527-8363-1c384aea6328,0.6,,,0.86,27.2739745,28.2739745,0.1,0.0,0.53,1.152993348,45.9696285,,
,19,,8a7bd607-f7d9-4527-8363-1c384aea6328,0.6,,,0.93,27.29119,28.29119,0.1,0.0,0.53,1.2065354,45.73854,,
,20,,8a7bd607-f7d9-4527-8363-1c384aea6328,0.6,,,0.9,27.3072815,28.3072815,0.1,0.0,0.53,1.180327869,45.6100435,,
,20,,8a7bd607-f7d9-4527-8363-1c384aea6328,0.6,,,0.7,27.171803,28.171803,0.1,0.0,0.53,1.06257379,45.1265815,,
,20,,8a7bd607-f7d9-4527-8363-1c384aea6328,0.6,,,0.81,27.134266,28.134266,0.1,0.0,0.53,1.152368758,44.956928,,
,20,,8a7bd607-f7d9-4527-8363-1c384aea6328,0.6,,,0.86,27.1740635,28.1740635,0.1,0.0,0.53,1.184697655,44.4885215,,
,20,,8a7bd607-f7d9-4527-8363-1c384aea6328,0.6,,,0.84,27.2087765,28.2087765,0.1,0.0,0.53,1.15848753,44.0877775,,
,20,,8a7bd607-f7d9-4527-8363-1c384aea6328,0.6,,,0.95,27.247446,28.247446,0.1,0.0,0.53,1.246753247,43.7944485,,
,21,,8a7bd607-f7d9-4527-8363-1c384aea6328,0.6,,,0.85,27.2640975,28.2640975,0.1,0.0,0.53,1.15848753,43.508547,,
,21,,8a7bd607-f7d9-4527-8363-1c384aea6328,0.6,,,0.9,27.279338,28.279338,0.1,0.0,0.53,1.202226345,43.3152,,
,21,,8a7bd607-f7d9-4527-8363-1c384aea6328,0.6,,,0.86,27.280464,28.280464,0.1,0.0,0.53,1.168831169,43.163818,,
,21,,8a7bd607-f7d9-4527-8363-1c384aea6328,0.6,,,0.76,27.27143,28.27143,0.1,0.0,0.53,1.090909091,43.1086065,,
,13,,8aa55fb6-1535-4b33-8344-d6279d19ff6d,0.6,,,-0.35,22.3062385,23.3062385,0.1,0.0,0.54,1.271036837,44.7793425,,
,13,,8aa55fb6-1535-4b33-8344-d6279d19ff6d,0.6,,,-0.19,22.3542305,23.3542305,0.1,0.0,0.54,1.339617961,46.803994,,
,13,,8aa55fb6-1535-4b33-8344-d6279d19ff6d,0.6,,,-0.24,22.63657,23.63657,0.1,0.0,0.54,1.266713582,49.2217485,,
,13,,8aa55fb6-1535-4b33-8344-d6279d19ff6d,0.6,,,-0.18,22.5861595,23.5861595,0.1,0.0,0.54,1.305657851,49.040169,,
,13,,8aa55fb6-1535-4b33-8344-d6279d19ff6d,0.4,,,-0.27,22.4823965,23.4823965,0.1,0.0,0.54,1.27673505,47.702354,,
,14,,8aa55fb6-1535-4b33-8344-d6279d19ff6d,0.8,,,-0.36,22.4311855,23.4311855,0.1,0.0,0.54,1.245909892,46.0229335,,
,14,,8aa55fb6-1535-4b33-8344-d6279d19ff6d,0.6,,,-0.32,22.5505015,23.5505015,0.1,0.0,0.54,1.24137931,48.798507,,
,14,,8aa55fb6-1535-4b33-8344-d6279d19ff6d,0.8,,,-0.06,23.4168215,24.4168215,0.1,0.0,0.54,1.222570533,58.1887625,,
,14,,8aa55fb6-1535-4b33-8344-d6279d19ff6d,0.8,,,0.28,24.337034,25.337034,0.1,0.0,0.54,1.245909892,63.871525,,
,14,,8aa55fb6-1535-4b33-8344-d6279d19ff6d,0.8,,,0.62,25.172252,26.172252,0.1,0.0,0.54,1.304753029,67.27633,,
,14,,8aa55fb6-1535-4b33-8344-d6279d19ff6d,0.8,,,0.84,25.9141615,26.9141615,0.1,0.0,0.54,1.307966706,68.734878,,
,15,,8aa55fb6-1535-4b33-8344-d6279d19ff6d,1.0,,,0.83,26.260311,27.260311,0.1,0.0,0.54,1.213074245,69.816728,,
,13,,8b225050-3d3b-48af-a4b8-1229b90a53d8,0.6,,,-0.39,23.019499,24.019499,0.1,0.0,0.54,1.166267943,45.259693,,
,13,,8b225050-3d3b-48af-a4b8-1229b90a53d8,0.6,,,-0.19,23.0872345,24.0872345,0.1,0.0,0.54,1.244469027,46.087282,,
,13,,8b225050-3d3b-48af-a4b8-1229b90a53d8,0.6,,,-0.36,23.1369095,24.1369095,0.1,0.0,0.54,1.160714286,45.9634035,,
,14,,8b225050-3d3b-48af-a4b8-1229b90a53d8,0.4,,,-0.36,23.205492,24.205492,0.1,0.0,0.54,1.153391167,45.838927,,
,14,,8b225050-3d3b-48af-a4b8-1229b90a53d8,0.4,,,-0.45,23.251497,24.251497,0.1,0.0,0.54,1.114710366,45.8188485,,
,14,,8b225050-3d3b-48af-a4b8-1229b90a53d8,0.6,,,-0.38,23.281701,24.281701,0.1,0.0,0.54,1.136363636,45.860407,,
,14,,8b225050-3d3b-48af-a4b8-1229b90a53d8,0.6,,,-0.46,23.3231885,24.3231885,0.1,0.0,0.54,1.099348534,45.8967475,,
,14,,8b225050-3d3b-48af-a4b8-1229b90a53d8,0.4,,,-0.41,23.324036,24.324036,0.1,0.0,0.54,1.121262458,45.4490215,,
,15,,8b225050-3d3b-48af-a4b8-1229b90a53d8,0.4,,,-0.36,23.3102045,24.3102045,0.1,0.0,0.54,1.142578125,45.155493,,
,15,,8b225050-3d3b-48af-a4b8-1229b90a53d8,0.2,,,-0.33,23.338712,24.338712,0.1,0.0,0.54,1.149764151,45.6331335,,
,15,,8b225050-3d3b-48af-a4b8-1229b90a53d8,0.0,,,-0.17,23.345767,24.345767,0.1,0.0,0.54,1.21875,45.409872,,
,15,,8b225050-3d3b-48af-a4b8-1229b90a53d8,0.0,,,-0.57,23.3197995,24.3197995,0.1,0.0,0.54,1.06314433,44.88244,,
,15,,8b225050-3d3b-48af-a4b8-1229b90a53d8,0.0,,,-0.46,23.243595,24.243595,0.1,0.0,0.54,1.113861386,44.499162,,
,15,,8b225050-3d3b-48af-a4b8-1229b90a53d8,0.0,,,-0.54,23.175576,24.175576,0.1,0.0,0.54,1.094357977,44.037184,,
,16,,8b42aeed-312e-4e36-b578-5b6fc73bf985,0.6,,,0.15,24.192485,25.192485,0.1,0.0,0.53,1.276595745,44.5820825,,
,16,,8b42aeed-312e-4e36-b578-5b6fc73bf985,0.6,,,0.38,24.047696,25.047696,0.1,0.0,0.53,1.452677916,44.83807,,
,16,,8b42aeed-312e-4e36-b578-5b6fc73bf985,0.6,,,0.02,23.8871015,24.8871015,0.1,0.0,0.53,1.255667946,43.3216265,,
